rank,word,frequency,relative_frequency
533,catūhi,222,0.0002819599007297935
534,cakkhuviññāṇaṁ,222,0.0002819599007297935
535,kāmāvacare,222,0.0002819599007297935
536,karoti,222,0.0002819599007297935
537,uppajjissanti,222,0.0002819599007297935
538,āhāraṁ,221,0.0002806898110868665
539,samāpattiṁ,221,0.0002806898110868665
540,phalaṁ,220,0.0002794197214439395
541,kilesā,219,0.0002781496318010125
542,kathāvatthu,219,0.0002781496318010125
543,paṭighānusayaṁ,219,0.0002781496318010125
544,sati,217,0.00027560945251515855
545,jhānā,217,0.00027560945251515855
546,vicikicchā,216,0.0002743393628722315
547,ajjhattikaṁ,216,0.0002743393628722315
548,pacchājāte,216,0.0002743393628722315
549,nevavipākanavipākadhammadhammo,216,0.0002743393628722315
550,savitakkasavicārassa,216,0.0002743393628722315
551,pahātabbassa,216,0.0002743393628722315
552,nasukhāya,216,0.0002743393628722315
553,dasahāyatanehi,215,0.00027306927322930455
554,attheva,215,0.00027306927322930455
555,anāgataṁ,214,0.0002717991835863775
556,paccuppannaṁ,214,0.0002717991835863775
557,aññamaññapaccayena,214,0.0002717991835863775
558,appahīnā,214,0.0002717991835863775
559,pannarasa,213,0.00027052909394345055
560,kassaci,213,0.00027052909394345055
561,nasanidassanasappaṭigho,213,0.00027052909394345055
562,sahajātavārepi,213,0.00027052909394345055
563,domanassindriyaṁ,212,0.0002692590043005235
564,uddhaccasahagate,212,0.0002692590043005235
565,bhavarāgānusayaṁ,212,0.0002692590043005235
566,diṭṭhānusayañca,212,0.0002692590043005235
567,kenaci,211,0.00026798891465759655
568,upādāya,211,0.00026798891465759655
569,paritto,210,0.0002667188250146695
570,tāsaṁ,209,0.00026544873537174255
571,naabyākato,209,0.00026544873537174255
572,nuppajjatīti,208,0.00026417864572881553
573,pañhāvārepi,208,0.00026417864572881553
574,uddhaccaṁ,207,0.00026290855608588856
575,tehi,207,0.00026290855608588856
576,bhavarāgānusayena,207,0.00026290855608588856
577,suttantoti,206,0.00026163846644296153
578,paccayapaccanīya,206,0.00026163846644296153
579,sanidassanasappaṭigho,206,0.00026163846644296153
580,nānusenti,206,0.00026163846644296153
581,itthindriyañca,205,0.00026036837680003456
582,jīvitindriyañca,205,0.00026036837680003456
583,upekkhāya,205,0.00026036837680003456
584,āsavavippayutto,205,0.00026036837680003456
585,ghānāyatanañca,204,0.00025909828715710753
586,cā,204,0.00025909828715710753
587,utusamuṭṭhānaṁ,202,0.00025655810787125353
588,upekkhāsahagataṁ,201,0.00025528801822832656
589,aññindriyaṁ,201,0.00025528801822832656
590,sahajāto,201,0.00025528801822832656
591,aniyato,201,0.00025528801822832656
592,upādinnupādāniyo,201,0.00025528801822832656
593,savitakkasavicāraṁ,200,0.00025401792858539954
594,kāmarāgānusayaṁ,199,0.00025274783894247256
595,sotaṁ,198,0.00025147774929954554
596,añño,198,0.00025147774929954554
597,yathābhūtaṁ,198,0.00025147774929954554
598,saddaṁ,197,0.00025020765965661857
