rank,word,frequency,relative_frequency
349,taxable,101,0.00034704803007291446
350,registered,100,0.00034361191096328166
351,called,100,0.00034361191096328166
352,second,99,0.0003401757918536488
353,legislature,99,0.0003401757918536488
354,show,98,0.000336739672744016
355,himself,98,0.000336739672744016
356,use,98,0.000336739672744016
357,come,98,0.000336739672744016
358,mortgagee,98,0.000336739672744016
359,according,97,0.0003333035536343832
360,provides,97,0.0003333035536343832
361,conditions,97,0.0003333035536343832
362,manner,97,0.0003333035536343832
363,me,97,0.0003333035536343832
364,police,97,0.0003333035536343832
365,contended,96,0.00032986743452475035
366,dispute,96,0.00032986743452475035
367,otherwise,96,0.00032986743452475035
368,grant,96,0.00032986743452475035
369,office,96,0.00032986743452475035
370,gold,96,0.00032986743452475035
371,argument,95,0.00032643131541511755
372,holding,95,0.00032643131541511755
373,amendment,95,0.00032643131541511755
374,another,94,0.00032299519630548475
375,months,94,0.00032299519630548475
376,accused,94,0.00032299519630548475
377,down,94,0.00032299519630548475
378,open,94,0.00032299519630548475
379,name,94,0.00032299519630548475
380,report,94,0.00032299519630548475
381,directed,93,0.0003195590771958519
382,submitted,93,0.0003195590771958519
383,appointed,92,0.0003161229580862191
384,calcutta,92,0.0003161229580862191
385,commercial,92,0.0003161229580862191
386,dealer,92,0.0003161229580862191
387,apply,91,0.0003126868389765863
388,sections,91,0.0003126868389765863
389,very,91,0.0003126868389765863
390,lands,91,0.0003126868389765863
391,considered,91,0.0003126868389765863
392,pradesh,91,0.0003126868389765863
393,assistant,90,0.0003092507198669535
394,since,90,0.0003092507198669535
395,passage,90,0.0003092507198669535
396,committee,90,0.0003092507198669535
397,father,90,0.0003092507198669535
398,whole,89,0.00030581460075732064
399,force,89,0.00030581460075732064
400,previous,89,0.00030581460075732064
401,required,89,0.00030581460075732064
402,raised,89,0.00030581460075732064
403,say,89,0.00030581460075732064
404,except,89,0.00030581460075732064
405,attachment,89,0.00030581460075732064
406,liable,89,0.00030581460075732064
407,capital,89,0.00030581460075732064
408,liquidator,89,0.00030581460075732064
409,meaning,88,0.00030237848164768784
410,record,88,0.00030237848164768784
411,different,88,0.00030237848164768784
412,review,88,0.00030237848164768784
413,february,87,0.00029894236253805504
414,now,87,0.00029894236253805504
415,secretary,87,0.00029894236253805504
416,entered,87,0.00029894236253805504
417,district,87,0.00029894236253805504
418,specified,86,0.0002955062434284222
